0,1,2,3,4,5,6,7
-0.07725319582996294,-0.2984167513082177,-0.1576956600965932,0.2408986555284911,0.08966493341522859,0.0014645167534485745,0.19564252789885472,0.09217085618852726
0.2596693714214653,0.06299341769573195,0.106121262667074,0.8920087232924331,-0.30634480191352986,0.3667197244334194,-0.006445112710279549,0.44473982548640884
-0.041595469243736465,0.13219898592254384,0.07839305598345209,0.1364347924844176,-0.130239678372798,-0.03150503466702363,-0.2782835728947864,-0.1169719851380856
-0.09741726678152633,-0.12852448986591478,-0.08536611331705128,-0.3693294833561625,0.005437534317019432,-0.17330636763226084,0.0028201793216235177,-0.09042433057502558
0.015498398173114053,0.07799801206508862,0.04734566703908411,-0.1595069993089126,-0.04902250471584786,-0.026413980455477288,-0.18133077130925443,-0.028621175658649637
-0.09976540094829404,-0.37585548277745867,-0.1781972834401704,0.2538742696887634,0.17738160660063756,0.007052946396234484,0.20391787830396368,0.10147498826131066
0.002931894834597817,0.10586972120351466,-0.019964743800508,0.4670327779019418,0.052538525199548956,-0.05295134946729201,-0.3772189717575333,0.036730268346812124
-0.06584238967914058,-0.23586961056697472,-0.13006938334126839,0.22513568552121688,0.08763577537809135,0.023124924435436508,0.21757064939929135,0.06720579305225867
-1.8319426609206744,0.6233874706921527,2.9443791294946107,0.0020439962787833672,0.331009169681568,-0.045641736943573485,-3.8236673378194924e-06,-0.37452701696984336
-0.09974320468140078,-0.37422289918002155,-0.17181629696513775,0.27271429149109927,0.1501061055108997,0.043125660580609,0.19245865671532147,0.1183573646416068
-0.031969198251979074,-0.012334952588775726,-0.019720462238720524,0.14570421583619858,0.009774239374760725,0.006676180867334665,-0.10550637361799615,-0.0011567617960678272
